vibration_sample,sound_sample,label,severity
"[0.9690804297202319, 1.035457713820366, 1.006259147736074, 1.0365396793103017, 0.9649207758713124, 0.9002123887398166, 0.9493347916114161, 0.9964043888766544, 0.9801413250656887, 1.0590761291596806, 0.9454941204525885, 0.9894399503432063, 1.0086848143244047, 1.0527163962691597, 1.0080974678862091, 0.958786528699448, 1.1383091525966258, 0.8628999656976197, 1.0223900753424584, 1.0178246664977268, 1.0068516169692363, 0.9929323978265685, 0.949941116872429, 1.0448710849742127, 0.9536474737214071, 0.9527850367150705, 1.0234877480664228, 1.0245177777278904, 1.0197305683090272, 1.0489065358334808, 1.062049736504176, 0.9809603720328764, 1.0556550765209374, 1.0550280896949829, 0.986402647969506, 0.9804948420691798, 1.0898459805017138, 1.0165970506328363, 0.987097752233356, 0.9962189878081193, 0.9216451038920195, 0.9890293523229049, 1.0217158638398003, 0.9514788191244937, 0.9335980795853247, 1.0603528140035567, 1.0189890429589912, 1.0354832587788874, 0.9926717852204135, 0.976465086346667]","[0.8360703001091241, 0.2688578482813825, -0.38771238356693616, 2.463375121682976, 0.5421973986763908, -0.6608992568714777, 3.530113485577963, -2.613997509895163, 0.8908755223070322, 2.733036376760026, 0.4320354878001949, 4.596199602730962, 2.8608349851274886, 1.4796460066672628, 1.4426096604048753, 1.2739811642629373, -1.1589411400852392, -1.9576305898439363, 0.31596639360521894, 2.594325210069434]",Conversation,Green
"[1.081712699772061, 0.9911570169346674, 1.0108398370491312, 1.046148198447669, 1.0522019655421604, 1.0150937336303687, 1.0589561363108533, 1.0606576257730218, 0.9513599729492598, 0.9917198593297593, 0.9922002697060099, 1.0233291250143681, 1.0118796969552493, 1.0353759883811389, 1.0890556403356548, 1.0911623882667318, 1.037047965353616, 1.0742057602104165, 0.9385113222327436, 1.0116577941125813, 0.9939425761926829, 0.9131611278762739, 1.0192260122561076, 1.0441369530943847, 0.8998118720439431, 1.0240236863617695, 1.00472693308713, 1.0202398640787365, 1.0184686687628057, 1.0185805232348486, 0.90973436223888, 1.0010967146024186, 1.0079960942459876, 0.9899915708363055, 1.004752890750891, 1.0087687632328919, 0.937749380441642, 1.0423043100302847, 1.0412696775688006, 1.0940055204081705, 1.0180143892424813, 0.9499051412810677, 0.9638970675399765, 1.0060106028451914, 1.0465614215228214, 1.114214505602703, 0.9868054607699417, 0.9848304994343845, 1.0391450187690996, 1.0583493679176634]","[0.9609873132257443, 1.1411477374360068, -0.6118252130108806, -0.8519002900219665, -0.9748638171322076, 2.363639385524902, -2.9938366396830887, -1.3358047704307494, 4.060686323628025, 0.3194882170806595, 1.7665582508601214, 1.8196674165422957, 0.9389168894941219, 1.6446577837395626, 2.972242384614547, 0.08302417710010226, 2.729806754614403, -0.8879560467895173, -0.40223880108696586, -1.067131028509756]",Conversation,Green
"[0.9827073678428251, 0.914089650068836, 1.1099871737344005, 1.0606569396482435, 1.0518519836095765, 0.9700760316372156, 0.9833354374683384, 0.9647509311099693, 1.0687023545068883, 1.0252703212184995, 1.0166427820595574, 1.0045924140484903, 0.986553829475665, 0.9662986595595702, 0.9902103434266293, 1.0202127157268401, 0.9346305766706274, 0.9359268055658172, 0.9781739955994226, 1.0562792923431614, 0.9716060499510465, 0.9962139113289167, 1.0502913749998792, 0.9781655560126835, 0.9382313404996521, 1.0240341991464594, 0.9171944901439711, 0.9715580950938144, 0.8930687433678336, 1.0838349609675104, 1.0406518484956568, 0.9163448551156891, 0.9278507051385857, 1.0157851264368496, 0.9673663571817135, 0.9443973323250818, 1.0694663945360348, 0.9697101991678244, 1.0258235354335061, 0.9311723664397636, 1.0220960286304825, 1.009539533231635, 0.9345416383953757, 0.9905462242983933, 1.004022973709991, 1.0387020865687413, 0.9587469590344715, 1.0249140942503894, 1.0501747897674871, 1.041013691974216]","[-3.7002302783636942, -5.155375046061611, -3.3250567880453636, -3.0104248284358173, 1.2007832119433304, -0.873112539678144, 1.0580377127506413, -0.6740734100680158, 1.8577328126028543, 1.0444063365339193, -2.441978229529337, 1.3642745952019, 0.6976610350633737, -2.8146662384062817, -2.3561986217026547, 4.6589110364568285, 1.6039978077935964, 3.6664187507516965, -1.298542887762787, 1.5939747476414368]",Conversation,Green
"[0.9500487298101608, 1.009303306015365, 0.9578576822035194, 0.9733998961443521, 0.9793464873299847, 0.9650252743177373, 0.9173460964775115, 0.9357988669674204, 0.9933892958515712, 0.9793859648309338, 0.9942257042423099, 0.9528888483328495, 0.9296586442689003, 0.8543829224474987, 0.9844062283631251, 0.9874914335928905, 1.010625336896444, 0.9856834928982733, 1.0301929646340353, 0.9690056351527803, 0.9447381659873013, 1.0585103720395548, 0.9367145930113138, 0.9483124432614668, 0.891535997237275, 1.0242620934096693, 1.0574746446673313, 1.0116679102833293, 0.9961047838570036, 1.035916055542276, 1.0156411992349568, 0.9661493856760804, 0.9958704818042812, 0.986146303081761, 0.9500091796653182, 1.0134867344474103, 0.9617494453177481, 0.9598547188545177, 1.0010400995262798, 1.0698650291095573, 1.013614381919469, 0.8770158077750559, 0.9816299952962734, 0.9823322114262213, 0.9726421920758427, 1.0162544374682385, 0.9236949697470862, 0.9778605552437711, 0.9200585262369272, 1.0490948824898205]","[0.21936675757812163, 2.398759942153151, 6.63033501320146, 1.4113102534501043, 1.6014290698747944, 1.3228301476571023, 2.9050133639906996, 4.663404926196592, 0.2596659182000156, 3.3732185967866455, -0.507945059099066, -1.5238865873947998, 1.575950924074735, 3.455007535818747, 0.4086987656513936, 4.786507223859565, -2.4370750157193206, 1.9717942877995709, 1.1477024757603729, 3.366065630704187]",Conversation,Green
"[1.0465943962662616, 1.0473850214146447, 1.0723646191524727, 0.9701308425996246, 1.0707904881265302, 0.9498780139257402, 0.9794872588544119, 1.0424890817219665, 1.0056855855111524, 0.9851275327771495, 1.0543683514109043, 1.0708182844119374, 0.9261955691920218, 0.9699323942143073, 1.0001866963007793, 1.0149253947968948, 1.0210043613774331, 1.0992905147187972, 0.971591855231469, 0.980293949076867, 1.0938791470796856, 0.9854816455815668, 1.0225115254136137, 0.9771224747786151, 0.9837480327234758, 0.9303751621765982, 1.037373134729764, 0.9826031165723096, 0.9613398392057957, 0.9698546061583049, 0.9216599525737158, 1.0975322044306208, 1.0381964328287725, 0.9949152983975683, 1.0199187583459577, 0.9812231007402642, 1.0282264237796275, 1.0252221380736257, 1.0206197237350505, 0.887812480322494, 1.0547222500229476, 0.941494659279446, 0.8969418054546113, 1.0319784439742825, 1.0278654309985542, 0.9591588468407239, 0.9775751713288509, 1.0248405218396408, 0.9509415823593071, 0.9572687484232398]","[-0.5708210729377987, 2.0594127137306373, 3.230402738016532, 2.300558533648341, 4.045055279557639, -0.5189816564341132, 1.338177300642979, 1.9083134436352789, 2.6418283208354305, 0.1870985634769783, -1.5384890512535612, -2.07775799652524, -1.3754315347716817, -0.7377772920530821, -2.19723239371828, 3.036526241400877, 1.8766479027367422, 2.369681143763396, 3.9233093973532887, -0.2346970947481788]",Conversation,Green
"[0.980820083893231, 0.9719483359591079, 1.015447021623503, 0.9828424567166832, 1.0053149783094355, 1.101062395961838, 1.058590561641867, 0.9630314784348186, 1.0042589821275785, 1.0308333444536901, 0.9657283739623548, 1.0728480888853829, 0.9605673813524113, 1.1028680160818447, 1.0427488772376439, 0.909867943481421, 0.9183988406437901, 0.9983078702941129, 0.9951232551879765, 0.9995795776755324, 0.936704530977355, 0.9598155802701379, 1.0193777011644551, 0.9819440402823463, 1.0435336538239304, 0.940744657513154, 0.9986667739956911, 1.0381431524631393, 0.9194654872035255, 0.9255923409932318, 0.9708081283822232, 1.0241693862385925, 1.0304767149935663, 1.0232545456713205, 1.0104245330621977, 0.9915829453001521, 1.1174767265499512, 0.9392048099011026, 1.0549863476888686, 0.9919351391462647, 1.0443468165534173, 1.0516957493507249, 1.0007077716710768, 1.0401463187005222, 1.0495899781758562, 0.9582508317118422, 0.9684137760818036, 0.9849356429237182, 1.0730454556624693, 1.0589348947374184]","[0.44908565125792504, 1.6397482147148617, 0.46227652468618174, -1.5239007777305598, 3.2874037160157434, -1.7483997488110645, -0.248835241320857, 1.6572007421773995, 3.808121987459754, 3.148114612924265, 0.34088614035706377, 3.9829790084532606, -0.8157785229830967, 1.0446009143784512, -0.13323799460343216, 3.830767705532276, 2.159615096788783, 3.8759287410138343, 1.6070118665420252, 1.9081161708250667]",Conversation,Green
"[0.9676346620695777, 1.0311942741334943, 1.0702271665590912, 0.9781094034997184, 1.0019388100108941, 1.0323917802149558, 0.9840030130711773, 1.0629691148638158, 0.9940812574825232, 0.9957706348694453, 1.0108823772072697, 0.9417809711546646, 1.0945558175778813, 0.9116345204367171, 1.0222181907082473, 0.9454408667729786, 1.0200448999246203, 0.9701725593713538, 1.038285493235462, 0.9852090561439595, 1.043816240970664, 1.0738808696022493, 1.0136794883468732, 1.0262641242410004, 1.037632333991506, 1.0524614870818458, 1.030669480674651, 1.0478957351928484, 0.9626171849414805, 1.056221967645956, 1.0446892058889394, 0.9907859044371012, 1.130498883016943, 1.0131647700624984, 1.058394226096199, 1.0389242705385722, 1.0466643560988842, 0.9618780208992053, 1.0240984287715702, 0.9622433247109543, 1.0984661749025635, 0.9989878557964723, 0.9588362553868193, 0.9528515453551757, 0.9941820379642788, 1.0268537148119479, 0.9871102403514038, 1.0509105137594776, 1.001968400653649, 1.0767323788641197]","[0.100681837205707, 1.715278463306054, 0.7343911030080175, 1.8167232621468397, -4.168460921120214, 2.3612350885534124, 2.508834146532311, 0.35843568522792285, 1.9679990957061828, 1.8144900877552124, 5.658569519534063, 3.6587520357328582, 1.8129186224008533, -3.8219046203689393, 2.454963880763852, 1.5677071072957192, 3.9541887613287257, 0.717438612601456, 3.0625468027889013, -2.573883388641562]",Conversation,Green
"[0.9894802145933932, 0.9920596684747834, 0.9922617645836734, 0.949616662885395, 0.9300301917939086, 0.9719219769850116, 1.0857507352645746, 0.8732341572676734, 0.9910772735302421, 0.9897949625315722, 0.9891781303488767, 1.021134740022329, 0.9365927613083884, 0.9058546306337748, 1.0279245952075167, 0.9977304717874812, 1.0431913585192698, 1.0737913342349807, 1.0279265962966309, 1.0372639238862893, 1.0160101353910984, 0.9743092805283711, 0.969538918204341, 0.9666106965904013, 0.970073791669557, 1.0966762898404927, 0.9171751969047237, 1.0031702339821413, 1.0208204039138808, 1.0031637075804245, 1.028425254047211, 1.0056173545852014, 0.8870001614987443, 1.063019227536363, 1.0861198523972366, 0.9918271678067143, 0.9366484235565935, 0.9849559079115284, 1.0115797223875422, 0.9275401326175302, 0.969642070700466, 0.9950599326806946, 0.8811020017007212, 0.9489593192378617, 0.8748692634472657, 1.0028202166515277, 0.9221816061796066, 1.0304661223654534, 0.9315213949012139, 0.9770418925874863]","[2.251498099553024, 1.6107880759777204, 2.1347547451080597, 1.4746048201608501, 3.709772631467966, 0.7627241816073488, 0.07489840774398282, -2.8935323860262594, 2.909478330473962, -1.3703193142015293, 3.6531738210356277, 4.122786142421644, 3.300512814346295, -3.766756090418143, 7.775749043317215, 1.1311492611393281, -2.3715144709626497, 1.9372769921454396, 0.07132929374396768, 1.6817023854019284]",Conversation,Green
"[0.9879978097659586, 1.0183504015155884, 1.0634538101321378, 1.0423141568102747, 0.9327718471682264, 0.925895635192525, 0.9958869370131104, 1.093492984918299, 0.9830870067459159, 0.9592991990913081, 1.0268659618539298, 1.0309955209579351, 0.9679577884527676, 1.047664089710057, 1.0362042898037742, 0.9731443798052115, 0.9192266532943127, 0.9648682720642373, 0.9668658560535246, 1.057525863633038, 0.9671862809194514, 0.9517263120042875, 1.0544661763714467, 0.9923475842139012, 1.0566560407399088, 0.9473966758735123, 0.9654646262438655, 0.9805105786702915, 1.0091373904546044, 0.9529026188400243, 0.9057208858125263, 1.0111812955986414, 1.0359711238488474, 0.9928031004345058, 0.9731163559528042, 1.051420628845704, 0.9364132473083828, 1.029434270731717, 1.0200080408879573, 0.9429424263279641, 0.9873142930796162, 1.0631026611547483, 0.9823848394585034, 1.0498542344468835, 1.0133169451728725, 0.9495599520081222, 0.8804561243947759, 0.9533002833203614, 0.9154379984649198, 1.0356275369435366]","[-2.08585938708141, -0.20505871910666773, -3.5742236675294925, 0.9654662776167521, -3.2621363550656737, 1.3944957885474736, -2.0294249817771464, 2.001467537539716, 0.1496364585910812, -2.1303806390251294, 1.2325821923745908, 2.1488465818473177, 2.3723711538338823, 0.040742789974080984, 3.139664351100738, 0.336840568367971, 3.2276540357268604, -0.39962889397470375, 1.9182548688491947, -0.7416370281133308]",Conversation,Green
"[1.032632751544828, 0.9310002293140636, 1.0461627516053151, 1.0610456522553289, 1.0944866965698326, 0.9266938139366221, 0.9839772618334094, 0.9318487641555854, 0.8998142657376467, 0.9179152066695391, 0.9046237779587089, 0.9496206849826562, 0.9853980699559935, 1.001853326586041, 0.9850512697501679, 1.006631807535515, 0.9557862600851175, 0.9448267970728027, 0.954518693104155, 1.0150045196891486, 0.980929511009078, 0.9865466840327232, 1.011240385624738, 1.105422266606419, 0.9545356475646394, 0.931844880150883, 0.9591477518721617, 0.9502634449162295, 1.0205775292983101, 1.0769227760990927, 0.8785600575817483, 1.0593942453390588, 0.9120445451507871, 0.9759415826897487, 1.014980468781143, 0.9817504221967712, 1.0128837649211657, 1.0722760112716205, 1.0610838022680962, 0.9570388580259384, 0.9209570299072379, 0.9714364584285554, 1.032472543115128, 0.9534685034983554, 0.9547003591448824, 1.042722157244097, 0.884796153658297, 0.9845453299741387, 0.9810597323568133, 1.023028353702812]","[1.4326722375758754, -0.06357456024057123, 2.7678681039375235, 0.7271456477210505, 1.7881816160259878, 1.7553357063187405, -4.378622276738925, 2.7292853006465827, -0.49275658084867013, -0.9362209821723575, 1.2913328073778685, 2.683864516480725, 0.7865527860124315, -0.053135756453024326, -2.105334482175726, -1.6351769249309314, -2.737526115505288, 4.893723321392859, 0.6109812596838292, 3.718787492964785]",Conversation,Green
"[1.0641946810747498, 0.999114845957303, 1.0454843746774483, 1.0504556420090907, 1.0147158141875752, 0.9818902574373463, 0.9568241086399967, 0.9028072819358692, 1.0487317988697458, 0.9250935448693293, 0.9461654015978254, 0.9709074374453822, 1.042476735422781, 0.8943039650377004, 1.010116350257092, 1.0207126519119853, 1.0001666888074747, 1.0628226018295255, 0.9955614603377416, 0.99550928572228, 1.0807665665157176, 1.1226446959420688, 1.10226236058684, 0.9957320711895612, 1.0156681896963642, 1.0060614061477393, 1.00063757308852, 1.018122528340028, 1.0164819714862632, 1.0069894172420473, 1.0960642237503329, 0.9953444668766318, 0.9704996577383626, 1.012753545749794, 0.9938838568775402, 0.9228389905234179, 1.0602159089960024, 1.1136456941498383, 1.0030070298181608, 0.9309384347511055, 0.9204725925965722, 0.9205491668864758, 0.9402373400731149, 0.9726249124919114, 0.9697788308595138, 0.9371312345689755, 0.9985074977556717, 1.1715372734852103, 1.0233085186957305, 0.9922084028975986]","[2.232936313612497, -2.107507036420486, -0.29392922885946104, 5.355815061879536, -1.3473798676872741, -0.8432289828726367, -3.1866772359790776, 3.197894517887263, 1.0260641397220052, 3.342932742704786, -2.4456696265751168, 2.061074184379954, 0.4218409210004718, 0.9594550406631918, 2.5334571525398264, 1.3655346265272859, -0.03142493338973501, -1.95710784393265, 5.3352393814229195, -2.2381631156954813]",Conversation,Green
"[1.0331334614132945, 0.9796300849271568, 0.932636776203567, 1.0202673273702763, 1.055909482036858, 1.037694122669122, 1.0314873001214062, 0.9823148422886094, 1.0228901406145436, 0.9599994591574672, 1.0701813814409824, 1.0543406000466942, 0.9869768398226354, 1.020525801262921, 0.925233785645392, 1.0119843658816736, 1.0005006432500418, 0.9895799226247978, 1.0668967141034156, 1.0185063932073832, 1.0388614595586074, 0.8844643835855506, 0.9566379982990103, 1.0291138722727788, 0.9991357463227565, 0.9732674372192481, 1.0205630761323852, 0.9880445163139259, 0.8740751969696037, 1.0023868391645558, 1.0340310722640955, 0.9237343937976042, 1.0154743394219596, 1.042692167339289, 1.0188346270133868, 1.0997922724170328, 1.0160252426823013, 1.0152769550937533, 0.9935021620149149, 0.9918641496742381, 0.9646616712723601, 0.9913769649244102, 1.0080661977019205, 1.0237506914480443, 1.027697270439985, 0.9409523252244946, 1.0572055722721556, 0.9694706447756453, 0.9986237904777366, 0.9608177213763303]","[1.7342996262340558, 0.861584609543681, 1.3350361951481982, 2.355194130037535, 2.8429352919606443, 1.3502828781705616, 0.34369514082043773, -0.08339785084819873, 0.20020338596373993, -1.2182150146059372, -0.6701231287466555, 0.04997819812812296, 2.241925769738264, 2.7588351829039213, 2.05731583107166, 2.4155092104552676, 0.7308817258225105, 1.9202973332705264, 3.938041940939698, -0.01140355349425437]",Conversation,Green
"[0.9822668718994154, 1.0253443494698227, 1.051286078058032, 0.9228059822264232, 1.0493344869611403, 0.9882905724908158, 0.9894168496971986, 0.9570949580167113, 0.9370426748309237, 0.9572284529576155, 1.0302757321014164, 0.9878390094298055, 1.0280542975729707, 0.899713125433094, 1.004808200318848, 0.994633084258927, 0.9818549122889958, 0.8816542258959768, 1.013305809508438, 1.0025182725447352, 1.0208387075828769, 0.9566963940019292, 0.9945992099047184, 0.9522560168033923, 0.9487514316255707, 0.9085193155977047, 0.9809973249916912, 1.0512661989576997, 1.045122380066072, 0.9833962187953889, 0.936716832332712, 0.993116620511476, 0.9906236804165531, 1.0161032887042651, 0.9883959249199663, 1.027669885134178, 0.9481219986621212, 1.079583632789802, 1.0473541243198763, 0.9891676878627397, 0.951449011939611, 1.042588060906117, 0.9886212163028018, 1.0040073871909698, 1.0500046802431924, 0.9608625722064917, 1.0420347008036035, 0.9181078656923275, 1.0874447035354338, 0.9914592890117112]","[3.2787757092551324, 1.2031099323153678, 1.6977799109719491, 0.8931555668438439, 0.6661812090279169, 2.9497705754893153, 2.716863528466556, 1.1017112485666984, -0.6474798025737318, -4.316556240284166, 2.847075121792707, -1.0529083900853626, 0.5222968449260755, 2.094154509521373, 2.4791923518965335, 0.9702783044388217, -1.212689336555303, 5.294332657563479, 3.8330832931874226, -0.5246835768612542]",Conversation,Green
"[1.068838906072267, 1.0346436338822598, 0.9996601462343705, 0.9515784048508099, 0.9222709656748166, 1.0007686020315225, 0.9148088472531206, 0.9935585213327801, 1.0543367062134168, 1.0235453682570637, 1.005593766495816, 1.0519022052150964, 1.0070638802182756, 1.0673321285058113, 0.9319665604331878, 0.9205466521284873, 1.0223364568565692, 1.0628250121642657, 1.0148074868099983, 1.0220831160644717, 1.0403245564841017, 0.9823240284859427, 0.9690541601561496, 1.0685379515506064, 0.9336723826564407, 1.0464876407032828, 0.8934465014742093, 1.021192469496105, 0.9523394019348039, 0.9693190946542087, 0.9990224609763597, 1.0383088776166522, 1.035937281683146, 0.9786954809080343, 0.9229250317295095, 1.0307532466653313, 0.975637187667575, 1.011938465385287, 1.037830783750425, 0.9468956972040541, 1.0401622991369484, 0.9804513610776571, 1.0082314654611477, 1.0564186755415679, 0.9592210816031761, 1.0621630749093078, 0.9660592907054253, 0.9764384480337593, 0.9714930001161687, 1.0451361598883948]","[-1.0391082783368084, 1.7071499891155935, 0.6137507708157721, 1.6612623428550688, -0.5753807843610552, -1.6826927592943617, -0.23649671237295855, -0.6272793664342893, 2.241970163752038, 2.540241438884112, 1.3581097921758865, 1.8353801072277975, 2.715358024019159, 1.8094002931199986, 1.4379780661729404, -1.7460551904781756, 2.2821239976069765, 0.06802745726932619, 4.615831956081486, -3.4752821272494963]",Conversation,Green
"[0.945167449422269, 1.0578755440065615, 0.9641647969770263, 0.9872752401692937, 0.9742778924024876, 1.0612119869999632, 1.128079439874933, 1.1256970002763267, 1.0375218316629755, 1.0267699743608496, 1.0451066063613916, 0.9434327078927968, 1.0413900808949426, 0.9962769256789095, 0.9284949581392911, 1.01952085343652, 0.9863833662233832, 0.9398967524189923, 0.9511994474189525, 0.971266416718578, 0.9069508756724871, 0.8707896442765877, 1.023689435508794, 0.9980249547291158, 0.9634817286812136, 0.9264911348726663, 0.9236967636456945, 0.9545427300957072, 1.0421323818794002, 0.9634479403583064, 0.9661010058450761, 0.9590177773940193, 0.9369575258163692, 1.0437108200771386, 1.0528158607777587, 1.0077833417348634, 1.0336579078983466, 1.0472862584127962, 0.9808805944096088, 1.014444402339755, 1.1320113141598391, 1.0762514078999015, 1.0629001745923712, 1.0172686028552798, 1.0236056938346176, 1.041089131340541, 1.0204614194787316, 1.0322666026262435, 1.0310845656155188, 0.9486307406364043]","[0.0042355230837734514, -1.8755206836839142, 0.5974696789648086, 0.721698187459152, 1.8093961346331853, 2.7261874226438523, -1.7204442984126773, 1.8941129814692572, 1.1885384012395366, 0.27264407290199677, 2.10047721931735, -1.3272242546912711, 0.3473102167203012, 1.881136230609548, -1.6344519843429461, -0.7258635340156977, 1.9373980974920006, -0.6851931760117658, 3.038310712248465, 1.2730375803783929]",Conversation,Green
"[0.9981343648043816, 1.0177425741331823, 1.065436833533029, 1.0803639274995214, 0.9179198106479316, 1.05561414169493, 1.0153465574750946, 0.9703978775233121, 0.9877530101566641, 0.8824199851960401, 0.8645156102683836, 1.0252198405986113, 0.8987613887487806, 0.9849323091199106, 1.0187782157982255, 0.9915820840767524, 1.011109483764531, 0.945695524774762, 1.0500419037586686, 1.0399517270688836, 0.9560662547953344, 0.9588557069954623, 0.9626553685059743, 0.966417486179481, 1.0159291079684933, 0.9686059841578831, 1.0705413886047062, 1.0281900167652627, 0.9507047367146386, 0.9533876500730756, 0.945218501054937, 1.0642983867836044, 1.0552279174792187, 1.0058216657153363, 1.1065551828498437, 1.0027898728404123, 1.0301636606891225, 0.8607882498923196, 0.9814709721059013, 0.9867321925794111, 0.9696898671006275, 0.9392690380230706, 1.0696344743945791, 1.1053979117197887, 1.0164691683129956, 1.015239166713605, 0.9487901430879471, 0.9783396120200044, 1.052678887533772, 0.9761109262083129]","[-1.7681503138323749, 2.4493069821392917, 1.6938413299346198, 2.885903479032235, -0.646253119502187, 3.5338893901585116, 0.2348065286192249, -5.823171381754354, 0.9706180334546992, 2.0981886055839745, -2.2479571970959573, 1.859388379863386, 1.4197450616961103, 3.617675317367693, 0.05990996212333355, 2.737410106462085, -4.000643694194304, 0.7791713180758018, 1.9701452602177354, 0.7374654583054305]",Conversation,Green
"[0.9562594342669826, 0.9924399528129207, 0.9210249715353169, 0.9643013810044098, 0.9663439812873065, 0.8532584390887551, 1.059137339746813, 0.9575030875144207, 1.049405602408788, 0.9138537478277605, 0.9689213244865453, 0.9627276972716736, 1.03111786134154, 0.9872741253910012, 0.9748669945285732, 1.0193987440809626, 1.0148180981236925, 0.8905651714773424, 1.030681624438181, 1.0454955243968966, 0.9075955720877624, 0.9894391206092621, 1.0316999258867252, 0.8948090453374288, 1.0672403460357092, 0.9668868148909971, 1.0562121915773781, 0.9100051822361971, 1.000946346966039, 0.9436834209411736, 0.9990404485977487, 0.9987395400119485, 1.0475693603409133, 1.037750513129948, 1.0350290655739827, 0.9789503639257567, 1.024586771999449, 0.9802547696695072, 1.0106225298272236, 1.008765594133015, 1.0493483958358387, 1.0052125006238972, 0.9860674031194326, 0.8687055991889412, 1.035955875706772, 0.9998284869707613, 0.8932466531385675, 0.9628185955998714, 1.0737118354756776, 0.934723232456252]","[3.310852469207727, 0.0038377578246666655, 0.8040165836079346, 0.07507768449678115, -0.40123754023103103, 2.4016821602731406, -0.012655158491223006, 0.1777994949711733, -2.5728956117280286, -2.8343815498313427, -0.8382901770913734, -2.6513874601185576, 5.129486210040402, 2.9353102816425904, -0.035721684880343774, -0.5816932495876468, 0.6162551084785454, 2.156432364063945, 0.8836272721243589, 0.10511243928637387]",Conversation,Green
"[0.9370072043572837, 1.0059622024581611, 0.9622281310315987, 0.9410479500717077, 1.0940408886677455, 0.8956840847192219, 0.9833492799793109, 0.975953836439818, 1.0177424693359978, 1.045625537515896, 0.987233418680198, 0.9896947865148373, 0.9443672606741728, 0.9995447043784201, 1.0314015556138605, 1.051327544320456, 0.9667813998743423, 1.0176732006673044, 1.0873830464418728, 0.9268912503537253, 1.0592157515107399, 1.043220442137772, 0.9809238060113157, 1.0583884001598263, 0.9614047676477696, 0.9763683501641669, 0.9738318547717376, 0.9927793902117817, 0.9768817186877978, 1.0065409884598953, 0.9453966226709347, 0.9177036190095199, 1.0412606667804436, 0.9847218063937178, 0.9762104629967236, 0.9574324191734341, 0.9902485190615058, 0.9959500183068717, 1.0203250754220383, 0.9218796155246458, 1.032419793059024, 1.0574049516870738, 1.0512573804504215, 0.9720915786134589, 0.9621810162958542, 1.0077675782879487, 0.9579633116892864, 0.9794465669546403, 1.0722494982507371, 1.119525280808664]","[-1.8163379174076542, -0.6686158188880631, 3.337987631321444, -2.7256147025883535, -0.50854194046171, 1.4759141467731798, 1.1670378133030912, 1.4216865220819388, 0.30921144447889914, -2.1859726643969895, 0.6202744363651154, -0.22790834566810148, 3.506876797884936, 4.472509813522111, -3.3101549655767477, -0.35353496663737394, -0.14316266011759018, 0.2825882483878988, -3.2057738504814868, 2.0983247592621543]",Conversation,Green
"[1.0036653605457964, 0.9739962988923037, 1.0135126846839413, 0.9960524457257338, 1.0187642879823022, 1.039033502847412, 0.9883889382179223, 1.0621620853339875, 1.022378996076919, 0.9898825330007257, 1.1140708293914854, 0.9703909281091968, 0.958535759385813, 1.0110598429595847, 1.0421007352579676, 1.0954984784932784, 1.0488296978818434, 1.0414578100586476, 1.040824218584821, 1.1083257626333602, 1.0695061814405593, 1.08044982604139, 0.9985755010597182, 1.0624409509446298, 0.9540973384999537, 0.9804076868069571, 1.0641496254986138, 1.0392019032950213, 1.0770813368980532, 1.0281444966681852, 1.0121298267509398, 1.0161313975463941, 1.0124165136648946, 0.9584306722498799, 1.0232870948571482, 1.0344300252510996, 0.9683382910789873, 0.8889431217711082, 0.9989374040338762, 0.9706424997329395, 0.8697156495061729, 1.0068599901446733, 0.9929485764071415, 1.0033121229981197, 0.9453169590050572, 0.9796764051948117, 1.0370532527101946, 1.003276454008219, 0.9417683053316843, 0.941303919510423]","[1.5624479706120886, -2.928696233764128, 1.4240619930254244, 0.06575852732996305, -2.3497754813537752, 2.5809361124638026, -0.21667675564806205, 5.276018122222014, -2.9350314191675673, -0.045485857060713286, -0.8255985836258053, 4.366027103884765, 2.238407423585855, -1.662358857563057, -0.8331966118929708, 2.506600862780277, 6.284919882480206, -3.4277398786755016, -0.9647774486139548, -1.1927066378673072]",Conversation,Green
"[1.0089517353860167, 1.0181819886983312, 0.8660426943422908, 1.0975385710820529, 0.9453629100711726, 1.0643376135651452, 0.9246394442443931, 1.0437004217578165, 0.9888633799854301, 0.9305351602814, 1.046155118311961, 0.9542444346738803, 1.032312560497301, 0.9496709495747719, 1.0061124408107498, 1.0033317180802108, 1.0346441008741678, 1.0214990103526547, 1.0568240756610827, 1.0223795959401603, 0.9840017211562423, 0.9458964939740606, 1.0236582112730321, 1.0001296525371153, 1.0074768947606654, 1.0297295495838887, 1.02353597013725, 1.0088886691960977, 1.0015543232224096, 0.9667120163457685, 0.967182057986076, 1.0261884362567588, 1.0095809966841423, 0.9849147726198386, 1.042855615262697, 1.0787575737629047, 0.9522066600396899, 1.0255341603497143, 1.013343893322672, 0.9227849256480358, 0.9266954291186801, 0.9939826058802992, 0.9732199053142895, 0.9751855842152337, 0.962054033190108, 0.9958316077656617, 1.050717462297125, 0.9982503856307843, 0.9584942970470628, 0.947874593335032]","[-0.6827017608635654, 3.731418144064201, 1.557237237415298, 2.1453886663222557, 3.1248121775608357, -0.18857517219580364, 1.2694109091038408, 2.1291521487148564, 2.3032092680209773, -2.648441520905554, 1.5353659942719349, -0.19348236606614846, 1.3856618071710278, 0.6330516804823284, -0.28346199968226987, -1.9581999936964336, -0.095918216328382, 2.5893289340581918, 1.0001664057494706, 0.43331601346640225]",Conversation,Green
